Date,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Year,Quarter,Month,Week,Day,Weekday,Total_Sales
2011-09-20 00:00:00,567475,22197,POPCORN HOLDER,24,2011-09-20 13:11:00,0.85,16360.0,United Kingdom,2011,3,9,38,20,1,20.4
2011-09-20 00:00:00,567509,22197,POPCORN HOLDER,100,2011-09-20 14:51:00,0.72,14298.0,United Kingdom,2011,3,9,38,20,1,72.0
2011-09-21 00:00:00,567552,22197,POPCORN HOLDER,24,2011-09-21 10:40:00,0.85,12583.0,France,2011,3,9,38,21,2,20.4
2011-09-21 00:00:00,567610,22197,POPCORN HOLDER,100,2011-09-21 11:30:00,0.72,17511.0,United Kingdom,2011,3,9,38,21,2,72.0
2011-09-22 00:00:00,567802,22197,POPCORN HOLDER,12,2011-09-22 12:06:00,0.85,14299.0,United Kingdom,2011,3,9,38,22,3,10.2
2011-09-22 00:00:00,567878,22197,POPCORN HOLDER,1,2011-09-22 14:42:00,0.85,16910.0,United Kingdom,2011,3,9,38,22,3,0.85
2011-09-22 00:00:00,567935,22197,POPCORN HOLDER,12,2011-09-22 18:07:00,0.85,13320.0,United Kingdom,2011,3,9,38,22,3,10.2
2011-09-23 00:00:00,568040,22197,POPCORN HOLDER,12,2011-09-23 12:09:00,0.85,12681.0,France,2011,3,9,38,23,4,10.2
2011-09-23 00:00:00,568047,22197,POPCORN HOLDER,12,2011-09-23 12:27:00,0.85,15075.0,United Kingdom,2011,3,9,38,23,4,10.2
2011-09-23 00:00:00,568048,22197,POPCORN HOLDER,24,2011-09-23 12:36:00,0.85,14911.0,EIRE,2011,3,9,38,23,4,20.4
2011-09-23 00:00:00,568050,22197,POPCORN HOLDER,2,2011-09-23 12:38:00,0.85,15901.0,United Kingdom,2011,3,9,38,23,4,1.7
2011-09-25 00:00:00,568179,22197,POPCORN HOLDER,12,2011-09-25 13:39:00,0.85,12545.0,Spain,2011,3,9,38,25,6,10.2
2011-09-26 00:00:00,568328,22197,POPCORN HOLDER,20,2011-09-26 14:06:00,0.85,18016.0,United Kingdom,2011,3,9,39,26,0,17.0
2011-09-26 00:00:00,568346,22197,POPCORN HOLDER,7,2011-09-26 15:28:00,1.63,14096.0,United Kingdom,2011,3,9,39,26,0,11.41
2011-09-26 00:00:00,568346,23084,RABBIT NIGHT LIGHT,18,2011-09-26 15:28:00,4.13,14096.0,United Kingdom,2011,3,9,39,26,0,74.34
2011-09-27 00:00:00,568380,22197,POPCORN HOLDER,50,2011-09-27 09:18:00,0.85,18008.0,United Kingdom,2011,3,9,39,27,1,42.5
2011-09-27 00:00:00,568517,22197,POPCORN HOLDER,4,2011-09-27 12:52:00,0.85,14456.0,United Kingdom,2011,3,9,39,27,1,3.4
2011-09-27 00:00:00,568558,22197,POPCORN HOLDER,16,2011-09-27 16:28:00,0.85,16354.0,United Kingdom,2011,3,9,39,27,1,13.6
2011-09-28 00:00:00,568574,22197,POPCORN HOLDER,12,2011-09-28 09:15:00,0.85,13862.0,United Kingdom,2011,3,9,39,28,2,10.2
2011-09-28 00:00:00,568576,22197,POPCORN HOLDER,100,2011-09-28 09:40:00,0.72,17017.0,United Kingdom,2011,3,9,39,28,2,72.0
2011-09-28 00:00:00,568686,22197,POPCORN HOLDER,12,2011-09-28 14:26:00,0.85,16115.0,United Kingdom,2011,3,9,39,28,2,10.2
2011-09-29 00:00:00,568801,22197,POPCORN HOLDER,12,2011-09-29 10:46:00,0.85,14475.0,United Kingdom,2011,3,9,39,29,3,10.2
2011-09-29 00:00:00,568802,22197,POPCORN HOLDER,24,2011-09-29 10:49:00,0.85,14834.0,United Kingdom,2011,3,9,39,29,3,20.4
2011-09-29 00:00:00,568870,22197,POPCORN HOLDER,200,2011-09-29 12:11:00,0.72,17930.0,United Kingdom,2011,3,9,39,29,3,144.0
2011-09-29 00:00:00,568882,22197,POPCORN HOLDER,12,2011-09-29 12:39:00,0.85,12839.0,United Kingdom,2011,3,9,39,29,3,10.2
2011-09-29 00:00:00,568908,22197,POPCORN HOLDER,12,2011-09-29 13:38:00,0.85,16653.0,United Kingdom,2011,3,9,39,29,3,10.2
2011-09-29 00:00:00,568953,22197,POPCORN HOLDER,12,2011-09-29 15:31:00,0.85,12728.0,France,2011,3,9,39,29,3,10.2
2011-09-29 00:00:00,569005,22197,POPCORN HOLDER,12,2011-09-29 18:30:00,0.85,16268.0,United Kingdom,2011,3,9,39,29,3,10.2
2011-09-30 00:00:00,569086,22197,POPCORN HOLDER,1000,2011-09-30 11:58:00,0.72,17949.0,United Kingdom,2011,3,9,39,30,4,720.0
2011-09-30 00:00:00,569100,22197,POPCORN HOLDER,5,2011-09-30 12:19:00,0.85,12748.0,United Kingdom,2011,3,9,39,30,4,4.25
2011-09-30 00:00:00,569123,22197,POPCORN HOLDER,3,2011-09-30 13:09:00,0.85,12748.0,United Kingdom,2011,3,9,39,30,4,2.55
2011-09-30 00:00:00,569129,22197,POPCORN HOLDER,25,2011-09-30 13:40:00,0.85,15034.0,United Kingdom,2011,3,9,39,30,4,21.25
2011-09-30 00:00:00,569132,22197,POPCORN HOLDER,4,2011-09-30 13:54:00,0.85,17757.0,United Kingdom,2011,3,9,39,30,4,3.4
2011-09-30 00:00:00,569140,22197,POPCORN HOLDER,48,2011-09-30 14:59:00,0.85,14503.0,United Kingdom,2011,3,9,39,30,4,40.8
2011-10-02 00:00:00,569215,22197,POPCORN HOLDER,10,2011-10-02 12:30:00,0.85,13571.0,United Kingdom,2011,4,10,39,2,6,8.5
2011-10-02 00:00:00,569220,22197,POPCORN HOLDER,2,2011-10-02 13:26:00,0.85,16007.0,United Kingdom,2011,4,10,39,2,6,1.7
2011-10-02 00:00:00,569223,22197,POPCORN HOLDER,25,2011-10-02 13:49:00,0.85,16283.0,United Kingdom,2011,4,10,39,2,6,21.25
2011-10-02 00:00:00,569225,22197,POPCORN HOLDER,2,2011-10-02 14:25:00,0.85,16930.0,United Kingdom,2011,4,10,39,2,6,1.7
2011-10-03 00:00:00,569246,22197,POPCORN HOLDER,6,2011-10-03 09:57:00,1.63,14096.0,United Kingdom,2011,4,10,40,3,0,9.78
2011-10-03 00:00:00,569246,23084,RABBIT NIGHT LIGHT,3,2011-10-03 09:57:00,4.13,14096.0,United Kingdom,2011,4,10,40,3,0,12.39
2011-10-03 00:00:00,569302,22197,POPCORN HOLDER,5,2011-10-03 12:04:00,0.85,16205.0,United Kingdom,2011,4,10,40,3,0,4.25
2011-10-03 00:00:00,569327,22197,POPCORN HOLDER,12,2011-10-03 12:47:00,0.85,15091.0,United Kingdom,2011,4,10,40,3,0,10.2
2011-10-03 00:00:00,569334,23084,RABBIT NIGHT LIGHT,360,2011-10-03 13:53:00,1.79,12931.0,United Kingdom,2011,4,10,40,3,0,644.4
2011-10-03 00:00:00,569334,22197,POPCORN HOLDER,40,2011-10-03 13:53:00,0.72,12931.0,United Kingdom,2011,4,10,40,3,0,28.799999999999997
2011-10-03 00:00:00,569336,22197,POPCORN HOLDER,12,2011-10-03 14:05:00,0.85,15088.0,United Kingdom,2011,4,10,40,3,0,10.2
2011-10-04 00:00:00,569474,22197,POPCORN HOLDER,2,2011-10-04 12:39:00,0.85,14178.0,United Kingdom,2011,4,10,40,4,1,1.7
2011-10-04 00:00:00,569488,22197,POPCORN HOLDER,12,2011-10-04 13:10:00,0.85,16440.0,United Kingdom,2011,4,10,40,4,1,10.2
2011-10-04 00:00:00,569536,22197,POPCORN HOLDER,100,2011-10-04 15:44:00,0.72,13269.0,United Kingdom,2011,4,10,40,4,1,72.0
2011-10-05 00:00:00,569562,22197,POPCORN HOLDER,12,2011-10-05 09:43:00,0.85,12720.0,Germany,2011,4,10,40,5,2,10.2
2011-10-05 00:00:00,569630,22197,POPCORN HOLDER,24,2011-10-05 11:44:00,0.85,13458.0,United Kingdom,2011,4,10,40,5,2,20.4
2011-10-05 00:00:00,569669,22197,POPCORN HOLDER,4,2011-10-05 13:47:00,0.85,14730.0,United Kingdom,2011,4,10,40,5,2,3.4
2011-10-05 00:00:00,569670,22197,POPCORN HOLDER,4,2011-10-05 13:47:00,0.85,14730.0,United Kingdom,2011,4,10,40,5,2,3.4
2011-10-06 00:00:00,569768,22197,POPCORN HOLDER,100,2011-10-06 11:27:00,0.72,13078.0,United Kingdom,2011,4,10,40,6,3,72.0
2011-10-06 00:00:00,569823,22197,POPCORN HOLDER,4,2011-10-06 12:15:00,0.85,16895.0,United Kingdom,2011,4,10,40,6,3,3.4
2011-10-06 00:00:00,569848,22197,POPCORN HOLDER,24,2011-10-06 13:48:00,0.85,16316.0,United Kingdom,2011,4,10,40,6,3,20.4
2011-10-06 00:00:00,569850,22197,POPCORN HOLDER,200,2011-10-06 13:59:00,0.72,16432.0,United Kingdom,2011,4,10,40,6,3,144.0
2011-10-06 00:00:00,569860,22197,POPCORN HOLDER,12,2011-10-06 14:37:00,0.85,13812.0,Germany,2011,4,10,40,6,3,10.2
2011-10-06 00:00:00,569910,22197,POPCORN HOLDER,36,2011-10-06 16:47:00,0.85,17139.0,United Kingdom,2011,4,10,40,6,3,30.599999999999998
2011-10-06 00:00:00,569943,22197,POPCORN HOLDER,8,2011-10-06 18:08:00,0.85,14592.0,United Kingdom,2011,4,10,40,6,3,6.8
2011-10-06 00:00:00,569968,22197,POPCORN HOLDER,2,2011-10-06 18:56:00,0.85,17921.0,United Kingdom,2011,4,10,40,6,3,1.7
2011-10-07 00:00:00,570000,22197,POPCORN HOLDER,12,2011-10-07 08:55:00,0.85,12420.0,Cyprus,2011,4,10,40,7,4,10.2
2011-10-07 00:00:00,570027,22197,POPCORN HOLDER,12,2011-10-07 10:41:00,0.85,14844.0,United Kingdom,2011,4,10,40,7,4,10.2
2011-10-07 00:00:00,570093,22197,POPCORN HOLDER,4,2011-10-07 11:55:00,0.85,18096.0,United Kingdom,2011,4,10,40,7,4,3.4
2011-10-07 00:00:00,570093,22197,POPCORN HOLDER,2,2011-10-07 11:55:00,0.85,18096.0,United Kingdom,2011,4,10,40,7,4,1.7
2011-10-09 00:00:00,570212,22197,POPCORN HOLDER,100,2011-10-09 11:29:00,0.72,17811.0,United Kingdom,2011,4,10,40,9,6,72.0
2011-10-09 00:00:00,570216,22197,POPCORN HOLDER,12,2011-10-09 12:04:00,0.85,14595.0,United Kingdom,2011,4,10,40,9,6,10.2
2011-10-09 00:00:00,570230,22197,POPCORN HOLDER,2,2011-10-09 13:41:00,0.85,18088.0,United Kingdom,2011,4,10,40,9,6,1.7
2011-10-09 00:00:00,570232,22197,POPCORN HOLDER,12,2011-10-09 13:58:00,0.85,14040.0,United Kingdom,2011,4,10,40,9,6,10.2
2011-10-10 00:00:00,570273,22197,POPCORN HOLDER,12,2011-10-10 10:51:00,0.85,13373.0,United Kingdom,2011,4,10,41,10,0,10.2
2011-10-10 00:00:00,570407,22197,POPCORN HOLDER,100,2011-10-10 12:52:00,0.72,17186.0,United Kingdom,2011,4,10,41,10,0,72.0
2011-10-10 00:00:00,570413,22197,POPCORN HOLDER,24,2011-10-10 13:13:00,0.85,17652.0,United Kingdom,2011,4,10,41,10,0,20.4
2011-10-10 00:00:00,570455,22197,POPCORN HOLDER,3,2011-10-10 15:27:00,0.85,14529.0,United Kingdom,2011,4,10,41,10,0,2.55
2011-10-10 00:00:00,570488,22197,POPCORN HOLDER,3,2011-10-10 17:12:00,1.63,14096.0,United Kingdom,2011,4,10,41,10,0,4.89
2011-10-10 00:00:00,570488,23084,RABBIT NIGHT LIGHT,2,2011-10-10 17:12:00,4.13,14096.0,United Kingdom,2011,4,10,41,10,0,8.26
2011-10-11 00:00:00,570505,22197,POPCORN HOLDER,24,2011-10-11 09:41:00,0.85,14841.0,United Kingdom,2011,4,10,41,11,1,20.4
2011-10-11 00:00:00,570593,22197,POPCORN HOLDER,24,2011-10-11 11:38:00,0.85,18180.0,United Kingdom,2011,4,10,41,11,1,20.4
2011-10-11 00:00:00,570598,22197,POPCORN HOLDER,12,2011-10-11 11:55:00,0.85,14175.0,United Kingdom,2011,4,10,41,11,1,10.2
2011-10-11 00:00:00,570646,22197,POPCORN HOLDER,12,2011-10-11 12:49:00,0.85,12824.0,United Kingdom,2011,4,10,41,11,1,10.2
2011-10-11 00:00:00,570653,22197,POPCORN HOLDER,6,2011-10-11 13:49:00,0.85,14710.0,United Kingdom,2011,4,10,41,11,1,5.1
2011-10-12 00:00:00,570703,22197,POPCORN HOLDER,24,2011-10-12 09:50:00,0.85,14911.0,EIRE,2011,4,10,41,12,2,20.4
2011-10-12 00:00:00,570818,22197,POPCORN HOLDER,35,2011-10-12 12:47:00,0.85,17841.0,United Kingdom,2011,4,10,41,12,2,29.75
2011-10-12 00:00:00,570833,22197,POPCORN HOLDER,24,2011-10-12 13:30:00,0.85,14834.0,United Kingdom,2011,4,10,41,12,2,20.4
2011-10-12 00:00:00,570846,22197,POPCORN HOLDER,3,2011-10-12 14:33:00,0.85,13983.0,United Kingdom,2011,4,10,41,12,2,2.55
2011-10-12 00:00:00,570851,22197,POPCORN HOLDER,12,2011-10-12 14:46:00,0.85,12583.0,France,2011,4,10,41,12,2,10.2
2011-10-12 00:00:00,570852,22197,POPCORN HOLDER,100,2011-10-12 14:48:00,0.72,13078.0,United Kingdom,2011,4,10,41,12,2,72.0
2011-10-13 00:00:00,570983,22197,POPCORN HOLDER,100,2011-10-13 11:57:00,0.72,14963.0,United Kingdom,2011,4,10,41,13,3,72.0
2011-10-13 00:00:00,571040,22197,POPCORN HOLDER,4,2011-10-13 12:59:00,0.85,15272.0,United Kingdom,2011,4,10,41,13,3,3.4
2011-10-13 00:00:00,571046,22197,POPCORN HOLDER,12,2011-10-13 13:35:00,0.85,18096.0,United Kingdom,2011,4,10,41,13,3,10.2
2011-10-13 00:00:00,571046,22197,POPCORN HOLDER,7,2011-10-13 13:35:00,0.85,18096.0,United Kingdom,2011,4,10,41,13,3,5.95
2011-10-13 00:00:00,571046,22197,POPCORN HOLDER,6,2011-10-13 13:35:00,0.85,18096.0,United Kingdom,2011,4,10,41,13,3,5.1
2011-10-13 00:00:00,571046,22197,POPCORN HOLDER,4,2011-10-13 13:35:00,0.85,18096.0,United Kingdom,2011,4,10,41,13,3,3.4
2011-10-14 00:00:00,571214,22197,POPCORN HOLDER,24,2011-10-14 12:56:00,0.85,14390.0,United Kingdom,2011,4,10,41,14,4,20.4
2011-10-14 00:00:00,571219,22197,POPCORN HOLDER,12,2011-10-14 13:35:00,0.85,15601.0,United Kingdom,2011,4,10,41,14,4,10.2
2011-10-14 00:00:00,571221,22197,POPCORN HOLDER,2,2011-10-14 13:35:00,0.85,16416.0,United Kingdom,2011,4,10,41,14,4,1.7
2011-10-14 00:00:00,571231,22197,POPCORN HOLDER,100,2011-10-14 14:22:00,0.72,15856.0,United Kingdom,2011,4,10,41,14,4,72.0
2011-10-14 00:00:00,571239,22197,POPCORN HOLDER,100,2011-10-14 14:54:00,0.72,12744.0,Singapore,2011,4,10,41,14,4,72.0
2011-10-16 00:00:00,571280,22197,POPCORN HOLDER,6,2011-10-16 13:08:00,0.85,18122.0,United Kingdom,2011,4,10,41,16,6,5.1
2011-10-17 00:00:00,571313,22197,POPCORN HOLDER,500,2011-10-17 10:42:00,0.72,14156.0,EIRE,2011,4,10,42,17,0,360.0
2011-10-17 00:00:00,571408,22197,POPCORN HOLDER,2,2011-10-17 12:22:00,0.85,15012.0,United Kingdom,2011,4,10,42,17,0,1.7
2011-10-17 00:00:00,571429,22197,POPCORN HOLDER,5,2011-10-17 12:50:00,0.85,15335.0,United Kingdom,2011,4,10,42,17,0,4.25
2011-10-17 00:00:00,571441,22197,POPCORN HOLDER,5,2011-10-17 13:31:00,1.63,14096.0,United Kingdom,2011,4,10,42,17,0,8.149999999999999
2011-10-17 00:00:00,571461,22197,POPCORN HOLDER,6,2011-10-17 14:12:00,0.85,16932.0,United Kingdom,2011,4,10,42,17,0,5.1
2011-10-17 00:00:00,571461,22197,POPCORN HOLDER,2,2011-10-17 14:12:00,0.85,16932.0,United Kingdom,2011,4,10,42,17,0,1.7
2011-10-17 00:00:00,571544,22197,POPCORN HOLDER,10,2011-10-17 16:53:00,0.85,17757.0,United Kingdom,2011,4,10,42,17,0,8.5
2011-10-18 00:00:00,571636,22197,POPCORN HOLDER,24,2011-10-18 11:41:00,0.85,13509.0,United Kingdom,2011,4,10,42,18,1,20.4
2011-10-18 00:00:00,571638,22197,POPCORN HOLDER,12,2011-10-18 11:55:00,0.85,15327.0,United Kingdom,2011,4,10,42,18,1,10.2
2011-10-18 00:00:00,571640,22197,POPCORN HOLDER,70,2011-10-18 12:01:00,0.85,17203.0,United Kingdom,2011,4,10,42,18,1,59.5
2011-10-18 00:00:00,571667,22197,POPCORN HOLDER,20,2011-10-18 13:04:00,0.85,14554.0,United Kingdom,2011,4,10,42,18,1,17.0
2011-10-18 00:00:00,571667,22197,POPCORN HOLDER,4,2011-10-18 13:04:00,0.85,14554.0,United Kingdom,2011,4,10,42,18,1,3.4
2011-10-18 00:00:00,571670,22197,POPCORN HOLDER,12,2011-10-18 13:12:00,0.85,12611.0,Italy,2011,4,10,42,18,1,10.2
2011-10-18 00:00:00,571677,22197,POPCORN HOLDER,12,2011-10-18 13:32:00,0.85,13637.0,United Kingdom,2011,4,10,42,18,1,10.2
2011-10-18 00:00:00,571682,22197,POPCORN HOLDER,4,2011-10-18 14:00:00,0.85,14179.0,United Kingdom,2011,4,10,42,18,1,3.4
2011-10-18 00:00:00,571685,22197,POPCORN HOLDER,100,2011-10-18 14:15:00,0.72,12863.0,United Kingdom,2011,4,10,42,18,1,72.0
2011-10-19 00:00:00,571828,22197,POPCORN HOLDER,10,2011-10-19 11:52:00,0.85,16440.0,United Kingdom,2011,4,10,42,19,2,8.5
2011-10-19 00:00:00,571844,22197,POPCORN HOLDER,24,2011-10-19 12:30:00,0.85,17101.0,United Kingdom,2011,4,10,42,19,2,20.4
2011-10-19 00:00:00,571890,22197,POPCORN HOLDER,12,2011-10-19 14:05:00,0.85,16826.0,United Kingdom,2011,4,10,42,19,2,10.2
2011-10-19 00:00:00,571917,22197,POPCORN HOLDER,200,2011-10-19 15:46:00,0.72,13078.0,United Kingdom,2011,4,10,42,19,2,144.0
2011-10-20 00:00:00,572030,22197,POPCORN HOLDER,12,2011-10-20 11:51:00,0.85,14923.0,United Kingdom,2011,4,10,42,20,3,10.2
2011-10-20 00:00:00,572065,22197,POPCORN HOLDER,3,2011-10-20 13:06:00,0.85,12556.0,Spain,2011,4,10,42,20,3,2.55
2011-10-21 00:00:00,572127,22197,POPCORN HOLDER,36,2011-10-21 09:20:00,0.85,14911.0,EIRE,2011,4,10,42,21,4,30.599999999999998
2011-10-21 00:00:00,572229,22197,POPCORN HOLDER,24,2011-10-21 14:23:00,0.85,14329.0,United Kingdom,2011,4,10,42,21,4,20.4
2011-10-23 00:00:00,572280,22197,POPCORN HOLDER,6,2011-10-23 11:05:00,0.85,16007.0,United Kingdom,2011,4,10,42,23,6,5.1
2011-10-23 00:00:00,572282,22197,POPCORN HOLDER,6,2011-10-23 11:39:00,0.85,17634.0,United Kingdom,2011,4,10,42,23,6,5.1
2011-10-24 00:00:00,572332,22197,POPCORN HOLDER,100,2011-10-24 10:20:00,0.72,17186.0,United Kingdom,2011,4,10,43,24,0,72.0
2011-10-24 00:00:00,572336,22197,POPCORN HOLDER,36,2011-10-24 10:29:00,0.85,13523.0,United Kingdom,2011,4,10,43,24,0,30.599999999999998
2011-10-24 00:00:00,572483,22197,POPCORN HOLDER,30,2011-10-24 13:50:00,0.85,16444.0,United Kingdom,2011,4,10,43,24,0,25.5
2011-10-24 00:00:00,572484,22197,POPCORN HOLDER,10,2011-10-24 13:50:00,0.85,17220.0,United Kingdom,2011,4,10,43,24,0,8.5
2011-10-24 00:00:00,572499,22197,POPCORN HOLDER,12,2011-10-24 14:10:00,0.85,15786.0,United Kingdom,2011,4,10,43,24,0,10.2
2011-10-24 00:00:00,572542,22197,POPCORN HOLDER,24,2011-10-24 16:20:00,0.85,17272.0,United Kingdom,2011,4,10,43,24,0,20.4
2011-10-24 00:00:00,572552,22197,POPCORN HOLDER,17,2011-10-24 17:07:00,1.63,14096.0,United Kingdom,2011,4,10,43,24,0,27.709999999999997
2011-10-25 00:00:00,572562,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-10-25 09:07:00,2.08,13481.0,United Kingdom,2011,4,10,43,25,1,20.8
2011-10-25 00:00:00,572563,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-10-25 09:31:00,2.08,12928.0,United Kingdom,2011,4,10,43,25,1,20.8
2011-10-25 00:00:00,572652,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-10-25 12:11:00,2.08,15805.0,United Kingdom,2011,4,10,43,25,1,20.8
2011-10-25 00:00:00,572653,22197,POPCORN HOLDER,28,2011-10-25 12:12:00,0.85,15861.0,United Kingdom,2011,4,10,43,25,1,23.8
2011-10-25 00:00:00,572657,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-10-25 12:27:00,2.08,15615.0,United Kingdom,2011,4,10,43,25,1,20.8
2011-10-25 00:00:00,572660,23582,VINTAGE DOILY JUMBO BAG RED ,2,2011-10-25 12:30:00,2.08,14527.0,United Kingdom,2011,4,10,43,25,1,4.16
2011-10-25 00:00:00,572664,22197,POPCORN HOLDER,100,2011-10-25 12:56:00,0.72,16401.0,United Kingdom,2011,4,10,43,25,1,72.0
2011-10-25 00:00:00,572672,23582,VINTAGE DOILY JUMBO BAG RED ,30,2011-10-25 13:15:00,2.08,13340.0,United Kingdom,2011,4,10,43,25,1,62.400000000000006
2011-10-25 00:00:00,572681,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-10-25 13:51:00,2.08,13510.0,United Kingdom,2011,4,10,43,25,1,20.8
2011-10-25 00:00:00,572719,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-10-25 15:03:00,2.08,13871.0,United Kingdom,2011,4,10,43,25,1,20.8
2011-10-25 00:00:00,572741,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-10-25 15:47:00,2.08,14341.0,United Kingdom,2011,4,10,43,25,1,20.8
2011-10-25 00:00:00,572743,22197,POPCORN HOLDER,100,2011-10-25 16:13:00,0.72,14482.0,United Kingdom,2011,4,10,43,25,1,72.0
2011-10-25 00:00:00,572755,22197,POPCORN HOLDER,6,2011-10-25 17:31:00,0.85,13601.0,United Kingdom,2011,4,10,43,25,1,5.1
2011-10-26 00:00:00,572764,22197,POPCORN HOLDER,12,2011-10-26 09:58:00,0.85,15110.0,United Kingdom,2011,4,10,43,26,2,10.2
2011-10-26 00:00:00,572833,23582,VINTAGE DOILY JUMBO BAG RED ,1,2011-10-26 11:41:00,2.08,12748.0,United Kingdom,2011,4,10,43,26,2,2.08
2011-10-26 00:00:00,572834,23582,VINTAGE DOILY JUMBO BAG RED ,1,2011-10-26 11:46:00,2.08,12748.0,United Kingdom,2011,4,10,43,26,2,2.08
2011-10-26 00:00:00,572835,23582,VINTAGE DOILY JUMBO BAG RED ,100,2011-10-26 11:49:00,1.79,17428.0,United Kingdom,2011,4,10,43,26,2,179.0
2011-10-26 00:00:00,572847,23084,RABBIT NIGHT LIGHT,1,2011-10-26 12:15:00,2.08,14606.0,United Kingdom,2011,4,10,43,26,2,2.08
2011-10-26 00:00:00,572857,23084,RABBIT NIGHT LIGHT,72,2011-10-26 12:31:00,1.79,16701.0,United Kingdom,2011,4,10,43,26,2,128.88
2011-10-26 00:00:00,572858,22197,POPCORN HOLDER,15,2011-10-26 12:36:00,0.85,13571.0,United Kingdom,2011,4,10,43,26,2,12.75
2011-10-26 00:00:00,572859,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-10-26 12:39:00,2.08,16418.0,United Kingdom,2011,4,10,43,26,2,20.8
2011-10-26 00:00:00,572866,22197,POPCORN HOLDER,12,2011-10-26 13:07:00,0.85,15005.0,United Kingdom,2011,4,10,43,26,2,10.2
2011-10-26 00:00:00,572869,23084,RABBIT NIGHT LIGHT,960,2011-10-26 13:21:00,1.79,12798.0,Japan,2011,4,10,43,26,2,1718.4
2011-10-26 00:00:00,572870,23084,RABBIT NIGHT LIGHT,24,2011-10-26 13:22:00,1.79,13408.0,United Kingdom,2011,4,10,43,26,2,42.96
2011-10-26 00:00:00,572875,23084,RABBIT NIGHT LIGHT,12,2011-10-26 13:31:00,1.67,17706.0,United Kingdom,2011,4,10,43,26,2,20.04
2011-10-26 00:00:00,572900,23084,RABBIT NIGHT LIGHT,60,2011-10-26 14:52:00,1.79,13107.0,United Kingdom,2011,4,10,43,26,2,107.4
2011-10-26 00:00:00,572910,23084,RABBIT NIGHT LIGHT,20,2011-10-26 15:58:00,2.08,15990.0,United Kingdom,2011,4,10,43,26,2,41.6
2011-10-26 00:00:00,572912,23084,RABBIT NIGHT LIGHT,2,2011-10-26 16:07:00,2.08,16915.0,United Kingdom,2011,4,10,43,26,2,4.16
2011-10-26 00:00:00,572921,22197,POPCORN HOLDER,4,2011-10-26 16:57:00,0.85,15993.0,United Kingdom,2011,4,10,43,26,2,3.4
2011-10-26 00:00:00,572921,23084,RABBIT NIGHT LIGHT,6,2011-10-26 16:57:00,2.08,15993.0,United Kingdom,2011,4,10,43,26,2,12.48
2011-10-27 00:00:00,572992,23084,RABBIT NIGHT LIGHT,48,2011-10-27 10:57:00,1.79,12681.0,France,2011,4,10,43,27,3,85.92
2011-10-27 00:00:00,573003,23084,RABBIT NIGHT LIGHT,2400,2011-10-27 12:11:00,2.08,14646.0,Netherlands,2011,4,10,43,27,3,4992.0
2011-10-27 00:00:00,573007,23084,RABBIT NIGHT LIGHT,12,2011-10-27 12:22:00,2.08,16009.0,United Kingdom,2011,4,10,43,27,3,24.96
2011-10-27 00:00:00,573020,23084,RABBIT NIGHT LIGHT,6,2011-10-27 12:37:00,2.08,14842.0,United Kingdom,2011,4,10,43,27,3,12.48
2011-10-27 00:00:00,573029,23084,RABBIT NIGHT LIGHT,2,2011-10-27 13:33:00,2.08,14971.0,United Kingdom,2011,4,10,43,27,3,4.16
2011-10-27 00:00:00,573036,23084,RABBIT NIGHT LIGHT,24,2011-10-27 13:44:00,1.79,12437.0,France,2011,4,10,43,27,3,42.96
2011-10-27 00:00:00,573069,23084,RABBIT NIGHT LIGHT,30,2011-10-27 13:58:00,1.79,18077.0,United Kingdom,2011,4,10,43,27,3,53.7
2011-10-27 00:00:00,573074,22197,POPCORN HOLDER,12,2011-10-27 14:03:00,0.85,16265.0,United Kingdom,2011,4,10,43,27,3,10.2
2011-10-27 00:00:00,573076,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-10-27 14:05:00,2.08,13488.0,United Kingdom,2011,4,10,43,27,3,20.8
2011-10-27 00:00:00,573078,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-10-27 14:13:00,2.08,12839.0,United Kingdom,2011,4,10,43,27,3,20.8
2011-10-27 00:00:00,573078,22197,POPCORN HOLDER,12,2011-10-27 14:13:00,0.85,12839.0,United Kingdom,2011,4,10,43,27,3,10.2
2011-10-27 00:00:00,573083,23084,RABBIT NIGHT LIGHT,6,2011-10-27 14:22:00,2.08,13735.0,United Kingdom,2011,4,10,43,27,3,12.48
2011-10-27 00:00:00,573093,22197,POPCORN HOLDER,3,2011-10-27 14:38:00,0.85,18283.0,United Kingdom,2011,4,10,43,27,3,2.55
2011-10-27 00:00:00,573094,23084,RABBIT NIGHT LIGHT,6,2011-10-27 14:39:00,2.08,15707.0,United Kingdom,2011,4,10,43,27,3,12.48
2011-10-27 00:00:00,573095,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-10-27 14:40:00,2.08,14239.0,United Kingdom,2011,4,10,43,27,3,20.8
